2013-6-2,ad394b2db1200cfcd5156b57f6630a5c,5C:59:48:F8:A8:AF,0
2013-6-2,75a42ed63c14e5f376b3b52563e8a659,DC:2B:61:5C:6B:62,0
2013-6-2,e4b91771c87c8e35583ce512de455440,B4:F0:AB:67:DF:F9,0
2013-6-2,77c665bd72c6ba70b5cce408a50f8e87,C4:2C:03:64:12:DA,0
2013-6-2,236c0d366edcffd291e4ba367aca5715,78:A3:E4:3F:9E:44,0
2013-6-2,b7bc6d5ee2253b48830049c45567148a,D0:23:DB:AE:59:CE,0
2013-6-2,50a9f0bc65ea3d0a5a7bab848e0eab44,0C:74:C2:A1:12:25,0
2013-6-2,623d95b897f783d49f1676ab3d34fde9,FC:25:3F:0A:F5:97,0
2013-6-2,e93869e925131fe0cad09ef9fa859415,58:1F:AA:91:E2:F6,0
2013-6-2,569f189fa5b2b7b042afc6a5e15d6ece,FC:25:3F:26:DE:A1,0
2013-6-2,6f0c649bf6c500e97fdbf2547863ac43,E4:CE:8F:C3:97:CE,0
2013-6-2,c3e108f8a57f9f30cd92991dcac1fe71,40:A6:D9:D8:86:C2,0
2013-6-2,6cb861ae91cb93c036b082fb03db6917,E0:F8:47:5A:13:94,0
2013-6-2,0e1f07e75cddedb5a7b529f3524ed0f9,60:FA:CD:04:F9:A7,0
2013-6-2,9439f37724b7834e8ff259cac1ff1dbe,8C:58:77:02:14:09,0
2013-6-2,f892eb3aa86509f59242b277fedf2adb,0C:74:C2:CB:B6:56,0
2013-6-2,2f976e14520982bea58f8e60b28298bd,00:F4:B9:3C:3D:AF,0
2013-6-2,7ea9b84a9e0e9c8b276ac766051c5b4a,B4:F0:AB:57:20:9A,0
2013-6-2,4ae9e0b625722ca0e4460f8cd2819c73,00:F4:B9:AC:29:D4,0
2013-6-2,80d9238b184d4f8e54e9b8c8e2633687,C8:33:4B:77:54:0F,0
2013-6-2,e167428bc989a31ee8d55d53a1fde552,74:E2:F5:80:BA:57,0
2013-6-2,c616db094541a2ac9ed410ba8a4f5c8c,BC:3B:AF:19:42:A3,0
2013-6-2,bc7fd54490b1e725ba1f094c5b193c72,60:FA:CD:38:03:DB,0
2013-6-2,44b5008fe86318823db24d09be2c2244,88:53:95:C5:B8:8A,0
2013-6-2,78087f950593edfb7eed8088be9727cc,48:60:BC:21:57:F8,0
2013-6-2,671e439cec376e10da0550b87a188a8b,FC:25:3F:5F:2F:FD,0
2013-6-2,2042f3a2b78dd88fddcaa116bad75461,B4:F0:AB:15:2F:04,0
2013-6-2,54f664a7cd0c0f173e49bd29f8bb1d2f,DC:2B:61:7B:A4:70,0
2013-6-2,c01b00c796f6d0fa102a35d09dca5147,98:FE:94:D7:02:5E,0
2013-6-2,dc68517a00a98f3c694506c66b6ac7fe,54:26:96:59:84:7F,0
2013-6-2,6c0f9c7908d0ab6670832c0259598cf6,50:EA:D6:2A:26:C5,0
2013-6-2,248cdc8dadfc41d1c91e2b01b5f3bfdc,D0:23:DB:49:FF:4E,0
2013-6-2,6ef5181185032021660e5c7d98cb0d2a,FC:25:3F:22:66:0C,0
2013-6-2,f10adacd38496b49479720cfb0d61326,88:53:95:CA:71:0C,0
2013-6-2,b31f99aec75d0b273b70889180652b70,00:88:65:2F:BD:53,0
2013-6-2,ee9827f524f7471f2084fe90b14eb597,7C:C3:A1:31:64:47,0
